Position,Track Name,Artist,Streams,Week
195,One Number Away,Luke Combs,1378108,31
196,8 Out Of 10,Drake,1377464,31
197,I Get the Bag (feat. Migos),Gucci Mane,1377227,31
198,1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy,1374765,31
199,Lost It (feat. Quavo & Offset),Rich The Kid,1374272,31
200,65th & Ingleside,Chance the Rapper,1373747,31
1,SICKO MODE,Travis Scott,19657392,32
2,In My Feelings,Drake,16740738,32
3,STARGAZING,Travis Scott,16135390,32
4,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,13705250,32
5,CAROUSEL,Travis Scott,10496055,32
6,Lucid Dreams,Juice WRLD,10164183,32
7,YOSEMITE,Travis Scott,9010555,32
8,R.I.P. SCREW,Travis Scott,8857114,32
9,WAKE UP,Travis Scott,8834140,32
10,NO BYSTANDERS,Travis Scott,8706848,32
11,No Brainer,DJ Khaled,8378119,32
12,STOP TRYING TO BE GOD,Travis Scott,8203081,32
13,5% TINT,Travis Scott,8082395,32
14,SAD!,XXXTENTACION,7880680,32
15,CAN'T SAY,Travis Scott,7609855,32
16,Taste (feat. Offset),Tyga,7430646,32
17,NC-17,Travis Scott,7413935,32
18,I Like It,Cardi B,7392168,32
19,Eastside (with Halsey & Khalid),benny blanco,7329140,32
20,SKELETONS,Travis Scott,7074891,32
21,WHO? WHAT!,Travis Scott,6967068,32
22,Nonstop,Drake,6959917,32
23,ASTROTHUNDER,Travis Scott,6784048,32
24,Better Now,Post Malone,6677790,32
25,Moonlight,XXXTENTACION,6636800,32
26,BUTTERFLY EFFECT,Travis Scott,6614930,32
27,Girls Like You (feat. Cardi B),Maroon 5,6540711,32
28,HOUSTONFORNICATION,Travis Scott,6278045,32
29,God is a woman,Ariana Grande,5764304,32
30,Yes Indeed,Lil Baby,5645981,32
31,Nice For What,Drake,5334352,32
32,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,5222196,32
33,God's Plan,Drake,4857429,32
34,COFFEE BEAN,Travis Scott,4850123,32
35,Youngblood,5 Seconds of Summer,4709550,32
36,Psycho (feat. Ty Dolla $ign),Post Malone,4696470,32
37,Jocelyn Flores,XXXTENTACION,4345310,32
38,All Girls Are The Same,Juice WRLD,4303537,32
39,Body (feat. brando),Loud Luxury,4270583,32
40,Jackie Chan,Tiësto,4133543,32
41,Wasted (feat. Lil Uzi Vert),Juice WRLD,4030475,32
42,changes,XXXTENTACION,3966310,32
43,I'm Upset,Drake,3939691,32
44,Fuck Love (feat. Trippie Redd),XXXTENTACION,3879318,32
45,Don’t Matter To Me (with Michael Jackson),Drake,3829104,32
46,Look Alive (feat. Drake),BlocBoy JB,3773157,32
47,rockstar (feat. 21 Savage),Post Malone,3750502,32
48,SWISH,Tyga,3713855,32
49,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,3564315,32
50,Beautiful (feat. Camila Cabello),Bazzi,3482975,32
51,Happy Now,Zedd,3368219,32
52,Mob Ties,Drake,3175989,32
53,Rise,Jonas Blue,3136502,32
54,Te Boté - Remix,Nio Garcia,3109312,32
55,I Fall Apart,Post Malone,3098686,32
56,Ball For Me (feat. Nicki Minaj),Post Malone,3091376,32
57,Boo'd Up,Ella Mai,2999033,32
58,In My Mind,Dynoro,2980683,32
59,you should see me in a crown,Billie Eilish,2897742,32
60,Everybody Dies In Their Nightmares,XXXTENTACION,2857406,32
61,Ocean (feat. Khalid),Martin Garrix,2852926,32
62,lovely (with Khalid),Billie Eilish,2791559,32
63,High Hopes,Panic! At The Disco,2778737,32
64,Lean Wit Me,Juice WRLD,2767383,32
65,Solo (feat. Demi Lovato),Clean Bandit,2764239,32
66,no tears left to cry,Ariana Grande,2760349,32
67,Plug Walk,Rich The Kid,2701813,32
68,Self Care,Mac Miller,2629220,32
69,Summertime Magic,Childish Gambino,2619641,32
70,Love Lies (with Normani),Khalid,2617701,32
71,One Kiss (with Dua Lipa),Calvin Harris,2608432,32
72,Ric Flair Drip (& Metro Boomin),Offset,2586006,32
73,XO Tour Llif3,Lil Uzi Vert,2580481,32
74,Mine,Bazzi,2528407,32
75,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2509277,32
76,All Mine,Kanye West,2506703,32
77,goosebumps,Travis Scott,2417486,32
78,Ladders,Mac Miller,2409567,32
79,the remedy for a broken heart (why am I so in love),XXXTENTACION,2403230,32
80,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2396874,32
81,Candy Paint,Post Malone,2382557,32
82,Walk It Talk It,Migos,2380181,32
83,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,2377232,32
84,OTW,Khalid,2371136,32
85,Hope,XXXTENTACION,2365773,32
86,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,2336792,32
87,Look At Me!,XXXTENTACION,2326336,32
88,Tequila,Dan + Shay,2324091,32
89,Born To Be Yours,Kygo,2283884,32
90,Natural,Imagine Dragons,2278850,32
91,JAPAN,Famous Dex,2271847,32
92,This Is America,Childish Gambino,2265364,32
93,Hurt Feelings,Mac Miller,2218063,32
94,Be Alright,Dean Lewis,2213207,32
95,Side Effects (feat. Emily Warren),The Chainsmokers,2200268,32
96,The Middle,Zedd,2180064,32
97,APESHIT,The Carters,2171222,32
98,Legends,Juice WRLD,2125997,32
99,Lust,Lil Skies,2125535,32
100,Congratulations,Post Malone,2091523,32
101,HANDGUN (feat. A$AP Rocky),YG,2089759,32
102,Shoota (feat. Lil Uzi Vert),Playboi Carti,2089258,32
103,Come Back to Earth,Mac Miller,2081791,32
104,One Day (feat. Ryan Tedder),Logic,2068080,32
105,Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,2058265,32
106,Mo Bamba,Sheck Wes,2055195,32
107,Bed (feat. Ariana Grande),Nicki Minaj,2043416,32
108,HUMBLE.,Kendrick Lamar,2024770,32
109,I'm a Mess,Bebe Rexha,2014199,32
110,Simple,Florida Georgia Line,1996300,32
111,What's the Use?,Mac Miller,1990837,32
112,Red Roses (feat. Landon Cube),Lil Skies,1988352,32
113,BULLETPROOF (feat. Jay 305),YG,1988293,32
114,Nowadays (feat. Landon Cube),Lil Skies,1976910,32
115,Nephew (feat. Lil Pump),Smokepurpp,1969416,32
116,Nevermind,Dennis Lloyd,1966535,32
117,Call Out My Name,The Weeknd,1963009,32
118,Fr Fr (feat. Lil Skies),Wiz Khalifa,1958240,32
119,Roll In Peace (feat. XXXTENTACION),Kodak Black,1943502,32
120,Lie,NF,1933183,32
121,I Might Need Security,Chance the Rapper,1921753,32
122,Thunder,Imagine Dragons,1915573,32
123,Stay,Post Malone,1892605,32
124,Havana (feat. Young Thug),Camila Cabello,1881187,32
125,Bigger Than You (feat. Drake & Quavo),2 Chainz,1880505,32
126,Playinwitme (feat. Kehlani),KYLE,1860800,32
127,PICK IT UP (feat. A$AP Rocky),Famous Dex,1846892,32
128,Freaky Friday (feat. Chris Brown),Lil Dicky,1846842,32
129,Beautiful Crazy,Luke Combs,1837741,32
130,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,1835562,32
131,Champion (feat. Travis Scott),NAV,1833425,32
132,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,1828310,32
133,All The Stars (with SZA),Kendrick Lamar,1797719,32
134,Stir Fry,Migos,1789252,32
135,Young Dumb & Broke,Khalid,1787174,32
136,Life Goes On,Lil Baby,1783414,32
137,Bank Account,21 Savage,1781969,32
138,Sin Pijama,Becky G,1765552,32
139,Believer,Imagine Dragons,1764828,32
140,Taking A Walk,Trippie Redd,1755041,32
141,Paranoid,Post Malone,1754852,32
142,FRIENDS,Marshmello,1747916,32
143,Location,Khalid,1745685,32
144,TATI,6ix9ine,1740144,32
145,Heaven,Kane Brown,1738067,32
146,X (feat. Maluma & Ozuna) - Remix,Nicky Jam,1737556,32
147,Narcos,Migos,1735517,32
148,POWER (feat. Ty Dolla $ign),YG,1726088,32
149,Rich & Sad,Post Malone,1719790,32
150,Ned Flanders (feat. A$AP Ferg),MadeinTYO,1708547,32
151,Connection,OneRepublic,1687857,32
152,Can’t Take A Joke,Drake,1685907,32
153,You Make It Easy,Jason Aldean,1678438,32
154,NUMB,XXXTENTACION,1662169,32
155,idontwannabeyouanymore,Billie Eilish,1660878,32
156,Betrayed,Lil Xan,1657424,32
157,Bodak Yellow,Cardi B,1650865,32
158,Bounce Out With That,YBN Nahmir,1648897,32
159,Creeping (feat. Rich the Kid),Lil Skies,1647520,32
160,Sober,Demi Lovato,1639177,32
161,Africa,TOTO,1625560,32
162,Plain Jane,A$AP Ferg,1624589,32
163,2002,Anne-Marie,1605364,32
164,I Like Me Better,Lauv,1598089,32
165,Emotionless,Drake,1591385,32
166,1-800-273-8255,Logic,1574122,32
167,Could've Been (feat. Bryson Tiller),H.E.R.,1573012,32
168,Wings,Mac Miller,1565772,32
169,Shape of You,Ed Sheeran,1553171,32
170,Spoil My Night (feat. Swae Lee),Post Malone,1548384,32
171,Perfecto,Mac Miller,1547678,32
172,Let You Down,NF,1541306,32
173,Elevate,Drake,1535345,32
174,LOVE. FEAT. ZACARI.,Kendrick Lamar,1534951,32
175,Clandestino,Shakira,1527535,32
176,KOD,J. Cole,1526785,32
177,SLAY (feat. Quavo),YG,1524864,32
178,Delicate,Taylor Swift,1522969,32
179,ocean eyes,Billie Eilish,1518750,32
180,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1511524,32
181,Black & White,Juice WRLD,1498165,32
182,TOO COCKY,YG,1497838,32
183,Unforgettable,French Montana,1485042,32
184,No Limit,G-Eazy,1479341,32
185,Be Careful,Cardi B,1474995,32
186,92 Explorer,Post Malone,1474780,32
187,Body Like A Back Road,Sam Hunt,1468300,32
188,Silence,Marshmello,1462217,32
189,IDGAF,Dua Lipa,1461903,32
190,New Rules,Dua Lipa,1451055,32
191,Esskeetit,Lil Pump,1450983,32
192,Perfect,Ed Sheeran,1446475,32
193,I Don't Wanna Do This Anymore,XXXTENTACION,1437371,32
194,Closer,The Chainsmokers,1434140,32
195,Everyday,Logic,1430278,32
196,Sorry Not Sorry,Demi Lovato,1428532,32
197,Blue Tint,Drake,1421720,32
198,MotorSport,Migos,1420952,32
199,In My Blood,Shawn Mendes,1405690,32
200,Darkside,Alan Walker,1401655,32
1,In My Feelings,Drake,13661457,33
2,SICKO MODE,Travis Scott,13114707,33
3,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,11942140,33
4,Lucid Dreams,Juice WRLD,10324168,33
5,STARGAZING,Travis Scott,8655749,33
6,SAD!,XXXTENTACION,7761059,33
7,No Brainer,DJ Khaled,7586942,33
8,Taste (feat. Offset),Tyga,7246203,33
9,Nonstop,Drake,7167946,33
10,Eastside (with Halsey & Khalid),benny blanco,7094536,33
11,I Like It,Cardi B,6875945,33
12,Better Now,Post Malone,6666686,33
13,Taking A Walk,Trippie Redd,6562798,33
14,Moonlight,XXXTENTACION,6513943,33
15,Girls Like You (feat. Cardi B),Maroon 5,6067245,33
16,Yes Indeed,Lil Baby,5730132,33
17,Barbie Dreams,Nicki Minaj,5346433,33
18,God is a woman,Ariana Grande,5008833,33
19,Nice For What,Drake,4876087,33
20,YOSEMITE,Travis Scott,4872867,33
21,Youngblood,5 Seconds of Summer,4671139,33
22,God's Plan,Drake,4626057,33
23,Psycho (feat. Ty Dolla $ign),Post Malone,4618130,33
24,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,4360260,33
25,All Girls Are The Same,Juice WRLD,4337806,33
26,Jocelyn Flores,XXXTENTACION,4293627,33
27,CAROUSEL,Travis Scott,4206081,33
28,Wasted (feat. Lil Uzi Vert),Juice WRLD,4135541,33
29,Body (feat. brando),Loud Luxury,4091985,33
30,Beautiful (feat. Camila Cabello),Bazzi,4036632,33
31,WAKE UP,Travis Scott,3979424,33
32,Jackie Chan,Tiësto,3972403,33
33,Fuck Love (feat. Trippie Redd),XXXTENTACION,3913215,33
34,Happy Now,Zedd,3841930,33
35,changes,XXXTENTACION,3824566,33
36,Look Alive (feat. Drake),BlocBoy JB,3735726,33
37,CAN'T SAY,Travis Scott,3723025,33
38,rockstar (feat. 21 Savage),Post Malone,3687933,33
39,Lean Wit Me,Juice WRLD,3654398,33
40,WORKIN ME,Quavo,3596518,33
41,BUTTERFLY EFFECT,Travis Scott,3537879,33
42,SWISH,Tyga,3501000,33
43,NO BYSTANDERS,Travis Scott,3484309,33
44,R.I.P. SCREW,Travis Scott,3450011,33
45,STOP TRYING TO BE GOD,Travis Scott,3444231,33
46,I'm Upset,Drake,3389143,33
47,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,3338099,33
48,5% TINT,Travis Scott,3246556,33
49,I Fall Apart,Post Malone,3127916,33
50,Te Boté - Remix,Nio Garcia,3051814,33
51,Rise,Jonas Blue,2960905,33
52,Shake It Up,Trippie Redd,2954742,33
53,Missing My Idols,Trippie Redd,2938804,33
54,Don’t Matter To Me (with Michael Jackson),Drake,2930509,33
55,In My Mind,Dynoro,2873491,33
56,lovely (with Khalid),Billie Eilish,2868942,33
57,Mob Ties,Drake,2867727,33
58,NC-17,Travis Scott,2832714,33
59,WHO? WHAT!,Travis Scott,2826235,33
60,Bed (feat. Ariana Grande),Nicki Minaj,2788619,33
61,Ball For Me (feat. Nicki Minaj),Post Malone,2787436,33
62,Everybody Dies In Their Nightmares,XXXTENTACION,2759971,33
63,Album of the Year - Freestyle,J. Cole,2741555,33
64,Be Alright,Dean Lewis,2740989,33
65,Mo Bamba,Sheck Wes,2707218,33
66,Love Lies (with Normani),Khalid,2700803,33
67,Tequila,Dan + Shay,2688702,33
68,Plug Walk,Rich The Kid,2670006,33
69,HOUSTONFORNICATION,Travis Scott,2669948,33
70,BANG!,Trippie Redd,2654951,33
71,no tears left to cry,Ariana Grande,2622816,33
72,you should see me in a crown,Billie Eilish,2616355,33
73,Forever Ever,Trippie Redd,2597923,33
74,Ric Flair Drip (& Metro Boomin),Offset,2591424,33
75,High Hopes,Panic! At The Disco,2589149,33
76,ASTROTHUNDER,Travis Scott,2572657,33
77,Boo'd Up,Ella Mai,2566215,33
78,Solo (feat. Demi Lovato),Clean Bandit,2518923,33
79,OTW,Khalid,2517654,33
80,XO Tour Llif3,Lil Uzi Vert,2511823,33
81,All Mine,Kanye West,2493289,33
82,Dark Knight Dummo,Trippie Redd,2470403,33
83,SKELETONS,Travis Scott,2453192,33
84,Natural,Imagine Dragons,2452778,33
85,Chun-Li,Nicki Minaj,2435590,33
86,One Kiss (with Dua Lipa),Calvin Harris,2434224,33
87,Mine,Bazzi,2430401,33
88,Together,Trippie Redd,2427697,33
89,I'm a Mess,Bebe Rexha,2426348,33
90,Majesty (with Labrinth & feat. Eminem),Nicki Minaj,2424879,33
91,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,2419175,33
92,Wish - Trippie Mix,Diplo,2375507,33
93,Candy Paint,Post Malone,2359302,33
94,the remedy for a broken heart (why am I so in love),XXXTENTACION,2356878,33
95,Ocean (feat. Khalid),Martin Garrix,2350455,33
96,Rich Sex (feat. Lil Wayne),Nicki Minaj,2347231,33
97,Hope,XXXTENTACION,2326636,33
98,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2318021,33
99,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2315493,33
100,Look At Me!,XXXTENTACION,2272101,33
101,Walk It Talk It,Migos,2258944,33
102,Lust,Lil Skies,2219698,33
103,Bird Shit,Trippie Redd,2210784,33
104,JAPAN,Famous Dex,2206955,33
105,Nephew (feat. Lil Pump),Smokepurpp,2180554,33
106,Thunderclouds,Sia,2159178,33
107,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,2159037,33
108,Legends,Juice WRLD,2138645,33
109,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,2134455,33
110,Chun Swae (feat. Swae Lee),Nicki Minaj,2132043,33
111,The Middle,Zedd,2122662,33
112,Shoota (feat. Lil Uzi Vert),Playboi Carti,2105228,33
113,goosebumps,Travis Scott,2105181,33
114,Congratulations,Post Malone,2094713,33
115,Tie Me Down (with Elley Duhé),Gryffin,2092583,33
116,Born To Be Yours,Kygo,2059548,33
117,APESHIT,The Carters,2049972,33
118,Side Effects (feat. Emily Warren),The Chainsmokers,2047221,33
119,Simple,Florida Georgia Line,2043815,33
120,This Is America,Childish Gambino,2034087,33
121,Ganja Burn,Nicki Minaj,2013311,33
122,LLC,Nicki Minaj,2000974,33
123,Nowadays (feat. Landon Cube),Lil Skies,1989126,33
124,HUMBLE.,Kendrick Lamar,1979551,33
125,Call Out My Name,The Weeknd,1977194,33
126,Heaven,Kane Brown,1913571,33
127,Red Roses (feat. Landon Cube),Lil Skies,1911515,33
128,Roll In Peace (feat. XXXTENTACION),Kodak Black,1907956,33
129,Champion (feat. Travis Scott),NAV,1894067,33
130,Thunder,Imagine Dragons,1893672,33
131,Life Goes On,Lil Baby,1889263,33
132,COFFEE BEAN,Travis Scott,1867192,33
133,Kept Back (feat. Lil Pump) - Bonus Track Version,Gucci Mane,1856576,33
134,Nevermind,Dennis Lloyd,1855586,33
135,PICK IT UP (feat. A$AP Rocky),Famous Dex,1854978,33
136,Stay,Post Malone,1842600,33
137,Playinwitme (feat. Kehlani),KYLE,1842047,33
138,idontwannabeyouanymore,Billie Eilish,1841141,33
139,Thought I Knew You (feat. The Weeknd),Nicki Minaj,1832291,33
140,Beautiful Crazy,Luke Combs,1823793,33
141,Havana (feat. Young Thug),Camila Cabello,1803225,33
142,Young Dumb & Broke,Khalid,1787858,33
143,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,1770906,33
144,Bigger Than You (feat. Drake & Quavo),2 Chainz,1764077,33
145,Lie,NF,1749959,33
146,Believer,Imagine Dragons,1748226,33
147,Location,Khalid,1746930,33
148,Stir Fry,Migos,1735264,33
149,UKA UKA,Trippie Redd,1732699,33
150,Freaky Friday (feat. Chris Brown),Lil Dicky,1721354,33
151,Fr Fr (feat. Lil Skies),Wiz Khalifa,1717083,33
152,TATI,6ix9ine,1711948,33
153,Narcos,Migos,1710770,33
154,X (feat. Maluma & Ozuna) - Remix,Nicky Jam,1704522,33
155,All The Stars (with SZA),Kendrick Lamar,1702955,33
156,Paranoid,Post Malone,1698304,33
157,Ned Flanders (feat. A$AP Ferg),MadeinTYO,1696308,33
158,Good Form,Nicki Minaj,1691942,33
159,Bank Account,21 Savage,1691487,33
160,Creeping (feat. Rich the Kid),Lil Skies,1689974,33
161,Sin Pijama,Becky G,1688707,33
162,Gore,Trippie Redd,1684640,33
163,Rich & Sad,Post Malone,1679589,33
164,Hard White,Nicki Minaj,1669165,33
165,ocean eyes,Billie Eilish,1665139,33
166,Summertime Magic,Childish Gambino,1658075,33
167,Bounce Out With That,YBN Nahmir,1650501,33
168,Betrayed,Lil Xan,1647065,33
169,Africa,TOTO,1644401,33
170,FRIENDS,Marshmello,1633053,33
171,NUMB,XXXTENTACION,1621978,33
172,Bodak Yellow,Cardi B,1616913,33
173,You Make It Easy,Jason Aldean,1609227,33
174,Connection,OneRepublic,1599700,33
175,I Like Me Better,Lauv,1595916,33
176,LAMB TALK,Quavo,1586678,33
177,Black & White,Juice WRLD,1579297,33
178,2002,Anne-Marie,1562343,33
179,Plain Jane,A$AP Ferg,1560981,33
180,I Might Need Security,Chance the Rapper,1560495,33
181,KOD,J. Cole,1560111,33
182,How You Feel,Trippie Redd,1551513,33
183,1-800-273-8255,Logic,1546918,33
184,LOVE. FEAT. ZACARI.,Kendrick Lamar,1545164,33
185,Shape of You,Ed Sheeran,1538732,33
186,Can’t Take A Joke,Drake,1531925,33
187,Oomps Revenge,Trippie Redd,1530937,33
188,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1518053,33
189,Let You Down,NF,1515789,33
190,Speechless,Dan + Shay,1512422,33
191,MotorSport,Migos,1500474,33
192,Spoil My Night (feat. Swae Lee),Post Malone,1498069,33
193,Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,1496122,33
194,Delicate,Taylor Swift,1487918,33
195,No Limit,G-Eazy,1470211,33
196,Clandestino,Shakira,1469254,33
197,Body Like A Back Road,Sam Hunt,1466957,33
198,Nico And The Niners,Twenty One Pilots,1464611,33
199,Up Down (feat. Florida Georgia Line),Morgan Wallen,1458324,33
200,Leave Me Alone,Flipp Dinero,1450319,33
1,SICKO MODE,Travis Scott,11933112,34
2,In My Feelings,Drake,11698385,34
3,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,11296848,34
4,Lucid Dreams,Juice WRLD,10637817,34
5,breathin,Ariana Grande,9883136,34
6,God is a woman,Ariana Grande,8513381,34
7,SAD!,XXXTENTACION,7492501,34
8,Nonstop,Drake,7249948,34
9,Taste (feat. Offset),Tyga,7223990,34
10,STARGAZING,Travis Scott,7038441,34
11,No Brainer,DJ Khaled,6764853,34
12,I Like It,Cardi B,6627280,34
13,Moonlight,XXXTENTACION,6579218,34
14,Eastside (with Halsey & Khalid),benny blanco,6514773,34
15,Better Now,Post Malone,6300414,34
16,everytime,Ariana Grande,5991678,34
17,Yes Indeed,Lil Baby,5862095,34
18,no tears left to cry,Ariana Grande,5752656,34
19,Girls Like You (feat. Cardi B),Maroon 5,5708297,34
20,Promises (with Sam Smith),Calvin Harris,5506503,34
21,sweetener,Ariana Grande,5376981,34
22,Happier,Marshmello,5027138,34
23,Youngblood,5 Seconds of Summer,4670130,34
24,Wasted (feat. Lil Uzi Vert),Juice WRLD,4606007,34
25,Psycho (feat. Ty Dolla $ign),Post Malone,4602101,34
26,Taking A Walk,Trippie Redd,4563125,34
27,Nice For What,Drake,4542018,34
28,God's Plan,Drake,4504311,34
29,R.E.M,Ariana Grande,4479680,34
30,All Girls Are The Same,Juice WRLD,4446216,34
31,Lean Wit Me,Juice WRLD,4431545,34
32,Jocelyn Flores,XXXTENTACION,4409287,34
33,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,4356749,34
34,pete davidson,Ariana Grande,4210955,34
35,goodnight n go,Ariana Grande,4111133,34
36,Fuck Love (feat. Trippie Redd),XXXTENTACION,4071561,34
37,Body (feat. brando),Loud Luxury,4009443,34
38,YOSEMITE,Travis Scott,3892334,34
39,changes,XXXTENTACION,3863893,34
40,Jackie Chan,Tiësto,3841535,34
41,rockstar (feat. 21 Savage),Post Malone,3828927,34
42,Look Alive (feat. Drake),BlocBoy JB,3702339,34
43,Beautiful (feat. Camila Cabello),Bazzi,3663842,34
44,raindrops (an angel cried),Ariana Grande,3610784,34
45,Happy Now,Zedd,3573688,34
46,successful,Ariana Grande,3502604,34
47,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,3493096,34
48,better off,Ariana Grande,3428226,34
49,Mo Bamba,Sheck Wes,3324325,34
50,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,3253183,34
51,get well soon,Ariana Grande,3223718,34
52,the light is coming (feat. Nicki Minaj),Ariana Grande,3218403,34
53,I Fall Apart,Post Malone,3214597,34
54,I'm Upset,Drake,3120281,34
55,SWISH,Tyga,3114066,34
56,blazed (feat. Pharrell Williams),Ariana Grande,3087381,34
57,Barbie Dreams,Nicki Minaj,3072496,34
58,CAROUSEL,Travis Scott,3050022,34
59,Te Boté - Remix,Nio Garcia,3016381,34
60,WAKE UP,Travis Scott,2947555,34
61,BUTTERFLY EFFECT,Travis Scott,2946371,34
62,borderline (feat. Missy Elliott),Ariana Grande,2870340,34
63,Everybody Dies In Their Nightmares,XXXTENTACION,2861016,34
64,CAN'T SAY,Travis Scott,2845190,34
65,Ball For Me (feat. Nicki Minaj),Post Malone,2801995,34
66,In My Mind,Dynoro,2800948,34
67,Mob Ties,Drake,2794277,34
68,Rise,Jonas Blue,2793569,34
69,Be Alright,Dean Lewis,2760560,34
70,WORKIN ME,Quavo,2752333,34
71,lovely (with Khalid),Billie Eilish,2699423,34
72,High Hopes,Panic! At The Disco,2677009,34
73,Love Lies (with Normani),Khalid,2666851,34
74,Ric Flair Drip (& Metro Boomin),Offset,2659142,34
75,Plug Walk,Rich The Kid,2643048,34
76,NO BYSTANDERS,Travis Scott,2584325,34
77,XO Tour Llif3,Lil Uzi Vert,2561141,34
78,Don’t Matter To Me (with Michael Jackson),Drake,2549915,34
79,STOP TRYING TO BE GOD,Travis Scott,2526820,34
80,Natural,Imagine Dragons,2523147,34
81,OTW,Khalid,2514789,34
82,I'm a Mess,Bebe Rexha,2498386,34
83,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,2498325,34
84,R.I.P. SCREW,Travis Scott,2495031,34
85,Hope,XXXTENTACION,2456466,34
86,Tie Me Down (with Elley Duhé),Gryffin,2450954,34
87,the remedy for a broken heart (why am I so in love),XXXTENTACION,2429803,34
88,Nephew (feat. Lil Pump),Smokepurpp,2404240,34
89,Tequila,Dan + Shay,2372396,34
90,Candy Paint,Post Malone,2372090,34
91,Look At Me!,XXXTENTACION,2359874,34
92,Boo'd Up,Ella Mai,2352700,34
93,Mine,Bazzi,2352114,34
94,5% TINT,Travis Scott,2325277,34
95,Lust,Lil Skies,2303112,34
96,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2302227,34
97,Solo (feat. Demi Lovato),Clean Bandit,2284755,34
98,Walk It Talk It,Migos,2284522,34
99,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2283627,34
100,JAPAN,Famous Dex,2230270,34
101,Shoota (feat. Lil Uzi Vert),Playboi Carti,2208070,34
102,Legends,Juice WRLD,2200367,34
103,All Mine,Kanye West,2187612,34
104,One Kiss (with Dua Lipa),Calvin Harris,2167424,34
105,Congratulations,Post Malone,2155058,34
106,WHO? WHAT!,Travis Scott,2104258,34
107,I Like Me Better,Lauv,2077565,34
108,NC-17,Travis Scott,2077372,34
109,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,2055781,34
110,HOUSTONFORNICATION,Travis Scott,2045862,34
111,Nowadays (feat. Landon Cube),Lil Skies,2045127,34
112,The Middle,Zedd,2042209,34
113,Drew Barrymore,Bryce Vine,2041062,34
114,Shake It Up,Trippie Redd,2038562,34
115,goosebumps,Travis Scott,2038313,34
116,Roll In Peace (feat. XXXTENTACION),Kodak Black,2009217,34
117,Narcos,Migos,1989691,34
118,HUMBLE.,Kendrick Lamar,1985387,34
119,Champion (feat. Travis Scott),NAV,1970178,34
120,you should see me in a crown,Billie Eilish,1957944,34
121,APESHIT,The Carters,1953469,34
122,This Is America,Childish Gambino,1944009,34
123,Nevermind,Dennis Lloyd,1937081,34
124,Red Roses (feat. Landon Cube),Lil Skies,1936748,34
125,Life Goes On,Lil Baby,1932251,34
126,ASTROTHUNDER,Travis Scott,1926487,34
127,Thunderclouds,Sia,1921197,34
128,It's A Slime (feat. Lil Uzi Vert),Young Thug,1904847,34
129,Call Out My Name,The Weeknd,1902971,34
130,PICK IT UP (feat. A$AP Rocky),Famous Dex,1900637,34
131,Playinwitme (feat. Kehlani),KYLE,1894553,34
132,Heaven,Kane Brown,1869666,34
133,Noticed,Lil Mosey,1866858,34
134,Havana (feat. Young Thug),Camila Cabello,1863724,34
135,Simple,Florida Georgia Line,1853490,34
136,Stay,Post Malone,1843360,34
137,Thunder,Imagine Dragons,1839034,34
138,Bed (feat. Ariana Grande),Nicki Minaj,1837874,34
139,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,1832534,34
140,Chun-Li,Nicki Minaj,1826762,34
141,Dark Knight Dummo,Trippie Redd,1795017,34
142,Ocean (feat. Khalid),Martin Garrix,1792104,34
143,SKELETONS,Travis Scott,1777893,34
144,Young Dumb & Broke,Khalid,1776841,34
145,No Rest,Lil Skies,1771635,34
146,Location,Khalid,1756568,34
147,Bigger Than You (feat. Drake & Quavo),2 Chainz,1746951,34
